CustomerID,CustomerSegment,AgeGroup,Gender
2957,Mass Market,25-34,Female
2958,Mass Market,25-34,Female
2959,Mass Market,25-34,Male
2960,Mass Market,25-34,Male
2961,Emerging,55+,Male
2962,Emerging,25-34,Male
2963,Affluent,55+,Female
2964,Mass Market,35-44,Female
2965,Mass Market,35-44,Female
2966,Affluent,18-24,Female
2967,Mass Market,25-34,Female
2968,Mass Market,18-24,Male
2969,Emerging,35-44,Male
2970,Affluent,25-34,Male
2971,Mass Market,25-34,Female
2972,Mass Market,35-44,Male
2973,Mass Market,35-44,Female
2974,Affluent,25-34,Male
2975,Affluent,25-34,Male
2976,Mass Market,25-34,Female
2977,Affluent,18-24,Female
2978,Mass Market,55+,Female
2979,Mass Market,45-54,Female
2980,Mass Market,45-54,Male
2981,Emerging,18-24,Male
2982,Mass Market,45-54,Female
2983,Mass Market,55+,Female
2984,Mass Market,25-34,Female
2985,Mass Market,35-44,Female
2986,Emerging,18-24,Male
2987,Mass Market,35-44,Male
2988,Affluent,45-54,Male
2989,Emerging,25-34,Male
2990,Mass Market,25-34,Female
2991,Affluent,25-34,Female
2992,Affluent,25-34,Male
2993,Emerging,25-34,Male
2994,Mass Market,55+,Male
2995,Emerging,35-44,Female
2996,Affluent,35-44,Male
2997,Emerging,18-24,Female
2998,Emerging,45-54,Male
2999,Mass Market,25-34,Female
3000,Mass Market,18-24,Male
3001,Mass Market,55+,Male
3002,Mass Market,35-44,Female
3003,Mass Market,45-54,Male
3004,Mass Market,45-54,Female
3005,Affluent,45-54,Female
3006,Mass Market,35-44,Female
3007,Mass Market,35-44,Female
3008,Mass Market,35-44,Male
3009,Mass Market,25-34,Female
3010,Mass Market,18-24,Male
3011,Mass Market,45-54,Female
3012,Affluent,35-44,Female
3013,Emerging,45-54,Male
3014,Mass Market,18-24,Female
3015,Affluent,25-34,Male
3016,Mass Market,45-54,Female
3017,Emerging,45-54,Male
3018,Emerging,18-24,Female
3019,Mass Market,45-54,Male
3020,Mass Market,18-24,Male
3021,Mass Market,35-44,Female
3022,Mass Market,45-54,Female
3023,Mass Market,18-24,Female
3024,Mass Market,18-24,Male
3025,Mass Market,18-24,Female
3026,Emerging,45-54,Female
3027,Mass Market,55+,Male
3028,Mass Market,18-24,Female
3029,Affluent,55+,Male
3030,Mass Market,35-44,Female
3031,Mass Market,35-44,Male
3032,Emerging,18-24,Male
3033,Mass Market,25-34,Female
3034,Mass Market,55+,Male
3035,Mass Market,35-44,Female
3036,Mass Market,35-44,Male
3037,Business,25-34,Male
3038,Mass Market,25-34,Male
3039,Mass Market,55+,Male
3040,Mass Market,18-24,Female
3041,Emerging,35-44,Male
3042,Mass Market,18-24,Male
3043,Emerging,25-34,Female
3044,Mass Market,35-44,Male
3045,Affluent,25-34,Male
3046,Affluent,25-34,Female
3047,Mass Market,55+,Male
3048,Mass Market,25-34,Female
3049,Mass Market,18-24,Male
3050,Emerging,18-24,Female
3051,Business,18-24,Female
3052,Mass Market,35-44,Female
3053,Mass Market,45-54,Female
3054,Mass Market,35-44,Female
3055,Mass Market,45-54,Female
3056,Mass Market,25-34,Female
3057,Mass Market,25-34,Male
3058,Emerging,18-24,Male
3059,Mass Market,35-44,Male
3060,Mass Market,18-24,Male
3061,Emerging,55+,Male
3062,Emerging,18-24,Female
3063,Mass Market,18-24,Female
3064,Emerging,45-54,Male
3065,Emerging,25-34,Male
3066,Mass Market,45-54,Female
3067,Business,18-24,Male
3068,Affluent,25-34,Male
3069,Mass Market,25-34,Male
3070,Emerging,45-54,Male
3071,Emerging,25-34,Male
3072,Emerging,25-34,Male
3073,Emerging,35-44,Female
3074,Emerging,25-34,Female
3075,Mass Market,25-34,Male
3076,Business,35-44,Male
3077,Business,25-34,Male
3078,Mass Market,45-54,Male
3079,Emerging,18-24,Female
3080,Mass Market,18-24,Male
3081,Mass Market,25-34,Female
3082,Mass Market,35-44,Female
3083,Affluent,18-24,Male
3084,Mass Market,18-24,Male
3085,Mass Market,45-54,Female
3086,Affluent,25-34,Female
3087,Emerging,55+,Male
3088,Mass Market,35-44,Female
3089,Mass Market,35-44,Male
3090,Mass Market,45-54,Male
3091,Emerging,25-34,Male
3092,Mass Market,45-54,Female
3093,Affluent,35-44,Male
3094,Mass Market,55+,Male
3095,Mass Market,35-44,Male
3096,Affluent,18-24,Male
3097,Mass Market,45-54,Male
3098,Mass Market,45-54,Female
3099,Mass Market,45-54,Male
3100,Mass Market,25-34,Male
3101,Emerging,25-34,Female
3102,Mass Market,18-24,Female
3103,Affluent,35-44,Male
3104,Business,35-44,Male
3105,Affluent,35-44,Female
3106,Emerging,25-34,Female
3107,Emerging,35-44,Male
3108,Mass Market,18-24,Female
3109,Mass Market,25-34,Male
3110,Affluent,18-24,Male
3111,Mass Market,45-54,Female
3112,Mass Market,35-44,Male
3113,Mass Market,25-34,Male
3114,Affluent,25-34,Female
3115,Mass Market,35-44,Male
3116,Mass Market,18-24,Male
3117,Affluent,35-44,Male
3118,Affluent,55+,Male
3119,Mass Market,45-54,Male
3120,Emerging,45-54,Female
3121,Mass Market,25-34,Female
3122,Mass Market,55+,Female
3123,Mass Market,18-24,Female
3124,Affluent,35-44,Female
3125,Affluent,55+,Male
3126,Affluent,25-34,Male
3127,Affluent,25-34,Female
3128,Mass Market,35-44,Male
3129,Mass Market,18-24,Male
3130,Business,25-34,Male
3131,Emerging,25-34,Male
3132,Affluent,25-34,Male
3133,Emerging,55+,Female
3134,Affluent,25-34,Female
3135,Affluent,18-24,Female
3136,Emerging,45-54,Female
3137,Affluent,35-44,Female
3138,Mass Market,35-44,Male
3139,Business,25-34,Female
3140,Mass Market,45-54,Female
3141,Mass Market,55+,Male
3142,Business,25-34,Male
3143,Affluent,25-34,Male
3144,Affluent,55+,Female
3145,Affluent,45-54,Male
3146,Mass Market,45-54,Female
3147,Affluent,25-34,Male
3148,Affluent,35-44,Female
3149,Affluent,45-54,Female
3150,Mass Market,25-34,Female
3151,Affluent,35-44,Male
3152,Mass Market,18-24,Female
3153,Emerging,45-54,Male
3154,Mass Market,35-44,Male
3155,Mass Market,18-24,Female
3156,Business,45-54,Female
3157,Affluent,35-44,Female
3158,Mass Market,25-34,Female
3159,Mass Market,35-44,Female
3160,Emerging,25-34,Male
3161,Mass Market,45-54,Female
3162,Affluent,25-34,Female
3163,Affluent,35-44,Female
3164,Affluent,55+,Male
3165,Emerging,18-24,Male
3166,Mass Market,25-34,Male
3167,Mass Market,55+,Male
3168,Emerging,25-34,Female
3169,Mass Market,35-44,Male
3170,Emerging,25-34,Female
3171,Emerging,25-34,Male
3172,Mass Market,45-54,Female
3173,Business,25-34,Female
3174,Mass Market,25-34,Male
3175,Mass Market,25-34,Female
3176,Affluent,25-34,Female
3177,Mass Market,18-24,Male
3178,Mass Market,35-44,Female
3179,Emerging,35-44,Female
3180,Mass Market,18-24,Male
3181,Mass Market,25-34,Female
3182,Business,55+,Female
3183,Emerging,35-44,Male
3184,Mass Market,35-44,Male
3185,Mass Market,25-34,Female
3186,Emerging,35-44,Male
3187,Mass Market,55+,Female
3188,Mass Market,25-34,Female
3189,Mass Market,18-24,Male
3190,Mass Market,45-54,Female
3191,Emerging,55+,Male
3192,Affluent,35-44,Female
3193,Mass Market,25-34,Female
3194,Mass Market,55+,Female
3195,Mass Market,45-54,Female
3196,Emerging,18-24,Male
3197,Mass Market,18-24,Male
3198,Emerging,25-34,Female
3199,Affluent,18-24,Male
3200,Emerging,25-34,Male
3201,Affluent,45-54,Male
3202,Mass Market,45-54,Male
3203,Mass Market,35-44,Male
3204,Affluent,35-44,Female
3205,Business,35-44,Female
3206,Mass Market,18-24,Female
3207,Emerging,45-54,Male
3208,Emerging,35-44,Male
3209,Emerging,55+,Female
3210,Mass Market,18-24,Female
3211,Emerging,25-34,Female
3212,Emerging,18-24,Female
3213,Emerging,55+,Male
3214,Emerging,35-44,Female
3215,Emerging,25-34,Male
3216,Emerging,25-34,Male
3217,Mass Market,55+,Male
3218,Mass Market,18-24,Female
3219,Affluent,18-24,Female
3220,Mass Market,45-54,Male
3221,Emerging,35-44,Male
3222,Mass Market,25-34,Female
3223,Mass Market,35-44,Male
3224,Emerging,45-54,Female
3225,Mass Market,45-54,Male
3226,Emerging,25-34,Female
3227,Affluent,35-44,Male
3228,Mass Market,18-24,Male
3229,Mass Market,25-34,Female
3230,Mass Market,25-34,Female
3231,Mass Market,25-34,Male
3232,Affluent,25-34,Male
3233,Mass Market,55+,Female
3234,Mass Market,25-34,Male
3235,Mass Market,18-24,Male
3236,Mass Market,18-24,Female
3237,Emerging,25-34,Male
3238,Mass Market,35-44,Male
3239,Emerging,18-24,Male
3240,Mass Market,18-24,Female
3241,Mass Market,35-44,Male
3242,Emerging,35-44,Male
3243,Business,45-54,Male
3244,Mass Market,35-44,Female
3245,Affluent,18-24,Female
3246,Mass Market,18-24,Male
3247,Mass Market,35-44,Female
3248,Business,35-44,Male
3249,Emerging,55+,Male
3250,Emerging,35-44,Male
3251,Mass Market,18-24,Male
3252,Mass Market,18-24,Female
3253,Affluent,25-34,Female
3254,Emerging,25-34,Female
3255,Emerging,25-34,Male
3256,Mass Market,25-34,Male
3257,Mass Market,18-24,Female
3258,Business,25-34,Female
3259,Emerging,25-34,Female
3260,Affluent,18-24,Male
3261,Emerging,35-44,Female
3262,Affluent,35-44,Female
3263,Emerging,25-34,Male
3264,Mass Market,35-44,Female
3265,Emerging,45-54,Male
3266,Emerging,35-44,Male
3267,Mass Market,18-24,Female
3268,Mass Market,25-34,Male
3269,Affluent,25-34,Female
3270,Mass Market,25-34,Male
3271,Mass Market,25-34,Male
3272,Affluent,25-34,Female
3273,Affluent,35-44,Male
3274,Mass Market,35-44,Female
3275,Affluent,35-44,Female
3276,Emerging,45-54,Female
3277,Emerging,25-34,Female
3278,Emerging,18-24,Male
3279,Emerging,18-24,Male
3280,Business,25-34,Male
3281,Mass Market,18-24,Female
3282,Mass Market,18-24,Female
3283,Affluent,18-24,Male
3284,Mass Market,35-44,Male
3285,Mass Market,25-34,Male
3286,Mass Market,18-24,Female
3287,Mass Market,18-24,Female
3288,Mass Market,35-44,Female
3289,Affluent,25-34,Male
3290,Affluent,18-24,Male
3291,Emerging,45-54,Female
3292,Affluent,18-24,Male
3293,Emerging,45-54,Female
3294,Mass Market,25-34,Male
3295,Mass Market,35-44,Male
3296,Emerging,25-34,Male
3297,Affluent,25-34,Male
3298,Emerging,25-34,Female
3299,Mass Market,35-44,Male
3300,Mass Market,45-54,Male
3301,Emerging,18-24,Female
3302,Mass Market,25-34,Female
3303,Mass Market,25-34,Male
3304,Affluent,45-54,Male
3305,Mass Market,18-24,Male
3306,Affluent,55+,Male
3307,Mass Market,55+,Male
3308,Mass Market,45-54,Female
3309,Emerging,55+,Male
3310,Emerging,35-44,Female
3311,Mass Market,25-34,Male
3312,Emerging,35-44,Male
3313,Emerging,55+,Male
3314,Mass Market,35-44,Female
3315,Emerging,25-34,Male
3316,Mass Market,45-54,Female
3317,Emerging,45-54,Female
3318,Mass Market,25-34,Male
3319,Mass Market,25-34,Female
3320,Emerging,18-24,Female
3321,Mass Market,18-24,Female
3322,Mass Market,45-54,Male
3323,Mass Market,45-54,Female
3324,Mass Market,45-54,Female
3325,Business,18-24,Male
3326,Mass Market,35-44,Male
3327,Mass Market,35-44,Male
3328,Mass Market,35-44,Male
3329,Business,45-54,Female
3330,Emerging,45-54,Female
3331,Mass Market,35-44,Male
3332,Mass Market,45-54,Female
3333,Emerging,35-44,Female
3334,Mass Market,25-34,Female
3335,Affluent,25-34,Male
3336,Emerging,45-54,Male
3337,Mass Market,45-54,Male
3338,Mass Market,25-34,Female
3339,Emerging,35-44,Male
3340,Mass Market,25-34,Male
3341,Mass Market,55+,Male
3342,Business,45-54,Male
3343,Mass Market,35-44,Male
3344,Emerging,45-54,Male
3345,Mass Market,25-34,Female
3346,Affluent,25-34,Female
3347,Emerging,25-34,Male
3348,Emerging,18-24,Male
3349,Mass Market,55+,Male
3350,Mass Market,45-54,Male
3351,Emerging,18-24,Female
3352,Affluent,25-34,Female
3353,Mass Market,18-24,Male
3354,Affluent,25-34,Female
3355,Emerging,55+,Female
3356,Mass Market,35-44,Female
3357,Emerging,35-44,Male
3358,Mass Market,25-34,Female
3359,Mass Market,45-54,Female
3360,Mass Market,25-34,Male
3361,Mass Market,55+,Female
3362,Emerging,35-44,Female
3363,Emerging,35-44,Female
3364,Emerging,35-44,Male
3365,Emerging,25-34,Female
3366,Emerging,18-24,Female
3367,Mass Market,25-34,Female
3368,Mass Market,55+,Male
3369,Mass Market,45-54,Male
3370,Emerging,45-54,Male
3371,Affluent,35-44,Male
3372,Mass Market,45-54,Male
3373,Mass Market,25-34,Female
3374,Mass Market,25-34,Male
3375,Mass Market,18-24,Male
3376,Mass Market,18-24,Male
3377,Mass Market,18-24,Female
3378,Mass Market,18-24,Male
3379,Mass Market,25-34,Male
3380,Mass Market,25-34,Female
3381,Mass Market,25-34,Female
3382,Emerging,25-34,Female
3383,Mass Market,18-24,Male
3384,Mass Market,25-34,Male
3385,Mass Market,25-34,Female
3386,Mass Market,55+,Female
3387,Mass Market,35-44,Female
3388,Mass Market,25-34,Male
3389,Emerging,25-34,Female
3390,Mass Market,55+,Female
3391,Mass Market,25-34,Female
3392,Mass Market,18-24,Male
3393,Affluent,25-34,Female
3394,Mass Market,55+,Male
3395,Emerging,45-54,Male
3396,Mass Market,35-44,Female
3397,Mass Market,18-24,Female
3398,Emerging,25-34,Male
3399,Mass Market,18-24,Female
3400,Mass Market,25-34,Female
3401,Business,25-34,Female
3402,Mass Market,25-34,Female
3403,Mass Market,25-34,Female
3404,Mass Market,25-34,Female
3405,Mass Market,35-44,Female
3406,Mass Market,25-34,Female
3407,Emerging,25-34,Female
3408,Emerging,45-54,Female
3409,Emerging,35-44,Male
3410,Mass Market,45-54,Female
3411,Emerging,25-34,Female
3412,Affluent,25-34,Male
3413,Emerging,35-44,Male
3414,Mass Market,55+,Male
3415,Mass Market,18-24,Male
3416,Affluent,25-34,Male
3417,Emerging,25-34,Female
3418,Mass Market,25-34,Male
3419,Mass Market,55+,Female
3420,Mass Market,25-34,Female
3421,Mass Market,45-54,Female
3422,Mass Market,35-44,Female
3423,Emerging,35-44,Female
3424,Mass Market,18-24,Male
3425,Mass Market,35-44,Male
3426,Mass Market,45-54,Male
3427,Emerging,55+,Female
3428,Mass Market,25-34,Female
3429,Mass Market,55+,Female
3430,Affluent,18-24,Female
3431,Mass Market,55+,Male
3432,Emerging,25-34,Male
3433,Emerging,45-54,Male
3434,Mass Market,25-34,Male
3435,Mass Market,25-34,Male
3436,Emerging,18-24,Female
3437,Business,25-34,Male
3438,Mass Market,18-24,Male
3439,Emerging,18-24,Male
3440,Affluent,35-44,Female
3441,Mass Market,25-34,Male
3442,Mass Market,25-34,Male
3443,Mass Market,45-54,Female
3444,Emerging,35-44,Female
3445,Emerging,35-44,Male
3446,Mass Market,18-24,Male
3447,Affluent,18-24,Male
3448,Affluent,25-34,Male
3449,Emerging,18-24,Female
3450,Emerging,25-34,Male
3451,Mass Market,45-54,Male
3452,Emerging,35-44,Male
3453,Mass Market,45-54,Female
3454,Emerging,25-34,Female
3455,Emerging,25-34,Male
3456,Mass Market,18-24,Female
3457,Mass Market,45-54,Male
3458,Emerging,35-44,Male
3459,Mass Market,35-44,Male
3460,Mass Market,45-54,Male
3461,Mass Market,25-34,Female
3462,Emerging,25-34,Female
3463,Emerging,18-24,Male
3464,Mass Market,25-34,Male
3465,Emerging,35-44,Male
3466,Mass Market,45-54,Female
3467,Mass Market,25-34,Male
3468,Affluent,45-54,Male
3469,Emerging,35-44,Female
3470,Emerging,25-34,Female
3471,Business,35-44,Male
3472,Mass Market,25-34,Female
3473,Mass Market,25-34,Male
3474,Mass Market,25-34,Female
3475,Mass Market,35-44,Female
3476,Mass Market,35-44,Male
3477,Mass Market,55+,Male
3478,Mass Market,18-24,Male
3479,Mass Market,25-34,Female
3480,Emerging,18-24,Male
3481,Mass Market,18-24,Female
3482,Emerging,25-34,Female
3483,Mass Market,18-24,Female
3484,Affluent,18-24,Female
3485,Mass Market,45-54,Male
3486,Affluent,25-34,Male
3487,Affluent,35-44,Female
3488,Business,55+,Female
3489,Affluent,18-24,Male
3490,Affluent,45-54,Male
3491,Mass Market,25-34,Female
3492,Business,25-34,Male
3493,Emerging,25-34,Female
3494,Emerging,25-34,Male
3495,Emerging,45-54,Female
3496,Business,45-54,Male
3497,Mass Market,25-34,Female
3498,Mass Market,35-44,Female
3499,Emerging,35-44,Male
3500,Mass Market,25-34,Male
3501,Emerging,35-44,Male
3502,Mass Market,25-34,Female
3503,Emerging,18-24,Male
3504,Mass Market,45-54,Male
3505,Mass Market,45-54,Female
3506,Affluent,25-34,Female
3507,Mass Market,18-24,Male
3508,Mass Market,35-44,Male
3509,Emerging,25-34,Male
3510,Mass Market,45-54,Male
3511,Mass Market,18-24,Male
3512,Emerging,25-34,Male
3513,Affluent,35-44,Female
3514,Emerging,55+,Male
3515,Mass Market,18-24,Male
3516,Mass Market,25-34,Male
3517,Affluent,35-44,Male
3518,Emerging,55+,Female
3519,Emerging,35-44,Female
3520,Mass Market,25-34,Female
3521,Emerging,25-34,Male
3522,Emerging,35-44,Male
3523,Mass Market,45-54,Male
3524,Mass Market,25-34,Female
3525,Mass Market,35-44,Female
3526,Emerging,35-44,Male
3527,Emerging,25-34,Male
3528,Emerging,35-44,Male
3529,Mass Market,35-44,Male
3530,Emerging,18-24,Female
3531,Mass Market,45-54,Female
3532,Mass Market,25-34,Female
3533,Mass Market,45-54,Female
3534,Mass Market,18-24,Female
3535,Affluent,18-24,Female
3536,Mass Market,35-44,Female
3537,Emerging,45-54,Female
3538,Mass Market,25-34,Female
3539,Mass Market,18-24,Female
3540,Mass Market,45-54,Male
3541,Mass Market,35-44,Male
3542,Emerging,25-34,Male
3543,Mass Market,55+,Male
3544,Mass Market,35-44,Male
3545,Mass Market,35-44,Male
3546,Affluent,25-34,Male
3547,Mass Market,35-44,Male
3548,Mass Market,55+,Female
3549,Mass Market,25-34,Male
3550,Emerging,25-34,Female
3551,Affluent,35-44,Male
3552,Emerging,25-34,Male
3553,Mass Market,18-24,Male
3554,Affluent,35-44,Female
3555,Affluent,25-34,Female
3556,Emerging,25-34,Female
3557,Mass Market,35-44,Female
3558,Mass Market,35-44,Female
3559,Mass Market,25-34,Female
3560,Emerging,25-34,Female
3561,Mass Market,35-44,Male
3562,Affluent,25-34,Female
3563,Mass Market,35-44,Male
3564,Affluent,35-44,Female
3565,Mass Market,25-34,Female
3566,Emerging,55+,Male
3567,Mass Market,45-54,Male
3568,Mass Market,25-34,Male
3569,Mass Market,18-24,Female
3570,Emerging,25-34,Female
3571,Affluent,25-34,Male
3572,Mass Market,55+,Male
3573,Emerging,25-34,Male
3574,Mass Market,25-34,Female
3575,Mass Market,45-54,Female
3576,Mass Market,18-24,Male
3577,Mass Market,35-44,Male
3578,Mass Market,45-54,Female
3579,Mass Market,25-34,Male
3580,Mass Market,35-44,Male
3581,Emerging,45-54,Female
3582,Emerging,35-44,Female
3583,Mass Market,25-34,Male
3584,Mass Market,45-54,Female
3585,Affluent,25-34,Male
3586,Mass Market,25-34,Female
3587,Mass Market,25-34,Female
3588,Mass Market,45-54,Female
3589,Affluent,18-24,Male
3590,Mass Market,18-24,Male
3591,Emerging,25-34,Male
3592,Mass Market,55+,Male
3593,Mass Market,25-34,Male
3594,Mass Market,25-34,Male
3595,Mass Market,18-24,Female
3596,Emerging,25-34,Male
3597,Mass Market,25-34,Female
3598,Business,18-24,Female
3599,Business,45-54,Male
3600,Business,35-44,Female
3601,Emerging,35-44,Female
3602,Emerging,25-34,Female
3603,Affluent,25-34,Female
3604,Mass Market,25-34,Female
3605,Emerging,25-34,Female
3606,Mass Market,35-44,Female
3607,Mass Market,35-44,Female
3608,Mass Market,35-44,Female
3609,Emerging,18-24,Male
3610,Mass Market,18-24,Male
3611,Mass Market,55+,Female
3612,Affluent,35-44,Male
3613,Mass Market,35-44,Female
3614,Mass Market,55+,Female
3615,Mass Market,18-24,Female
3616,Mass Market,25-34,Female
3617,Affluent,35-44,Male
3618,Emerging,35-44,Female
3619,Mass Market,25-34,Male
3620,Mass Market,45-54,Male
3621,Mass Market,35-44,Male
3622,Mass Market,18-24,Female
3623,Affluent,55+,Male
3624,Mass Market,35-44,Male
3625,Emerging,25-34,Male
3626,Mass Market,25-34,Male
3627,Emerging,25-34,Female
3628,Mass Market,55+,Male
3629,Mass Market,25-34,Male
3630,Emerging,45-54,Female
3631,Emerging,18-24,Male
3632,Affluent,45-54,Female
3633,Emerging,18-24,Female
3634,Mass Market,25-34,Male
3635,Mass Market,35-44,Male
3636,Mass Market,25-34,Male
3637,Mass Market,18-24,Male
3638,Emerging,25-34,Female
3639,Affluent,55+,Male
3640,Mass Market,35-44,Female
3641,Mass Market,18-24,Female
3642,Mass Market,35-44,Male
3643,Mass Market,25-34,Female
3644,Emerging,35-44,Male
3645,Emerging,35-44,Female
3646,Affluent,35-44,Male
3647,Mass Market,45-54,Female
3648,Emerging,35-44,Female
3649,Mass Market,25-34,Female
3650,Mass Market,35-44,Female
3651,Affluent,18-24,Female
3652,Emerging,55+,Male
3653,Emerging,55+,Female
3654,Mass Market,25-34,Female
3655,Mass Market,25-34,Female
3656,Emerging,25-34,Male
3657,Mass Market,45-54,Female
3658,Mass Market,35-44,Female
3659,Mass Market,18-24,Female
3660,Affluent,25-34,Male
3661,Business,45-54,Male
3662,Mass Market,35-44,Female
3663,Emerging,35-44,Male
3664,Mass Market,35-44,Male
3665,Mass Market,55+,Male
3666,Affluent,25-34,Male
3667,Mass Market,45-54,Male
3668,Affluent,25-34,Female
3669,Emerging,45-54,Male
3670,Mass Market,25-34,Male
3671,Mass Market,35-44,Male
3672,Emerging,18-24,Male
3673,Emerging,18-24,Female
3674,Business,18-24,Female
3675,Mass Market,35-44,Female
3676,Emerging,55+,Male
3677,Mass Market,25-34,Male
3678,Affluent,55+,Female
3679,Affluent,35-44,Male
3680,Mass Market,25-34,Male
3681,Mass Market,25-34,Female
3682,Emerging,45-54,Male
3683,Emerging,45-54,Male
3684,Emerging,45-54,Male
3685,Emerging,35-44,Male
3686,Mass Market,25-34,Female
3687,Business,45-54,Male
3688,Mass Market,18-24,Female
3689,Mass Market,25-34,Female
3690,Mass Market,35-44,Male
3691,Mass Market,55+,Female
3692,Business,45-54,Female
3693,Emerging,25-34,Male
3694,Mass Market,35-44,Female
3695,Affluent,35-44,Male
3696,Emerging,25-34,Female
3697,Mass Market,45-54,Male
3698,Mass Market,18-24,Female
3699,Mass Market,25-34,Female
3700,Emerging,18-24,Male
3701,Emerging,18-24,Female
3702,Affluent,45-54,Male
3703,Mass Market,25-34,Female
3704,Mass Market,18-24,Female
3705,Emerging,18-24,Female
3706,Affluent,55+,Female
3707,Emerging,35-44,Male
3708,Emerging,35-44,Male
3709,Emerging,35-44,Female
3710,Affluent,25-34,Male
3711,Mass Market,18-24,Female
3712,Affluent,35-44,Male
3713,Mass Market,45-54,Female
3714,Emerging,18-24,Male
3715,Mass Market,45-54,Female
3716,Mass Market,25-34,Female
3717,Emerging,35-44,Female
3718,Mass Market,25-34,Female
3719,Mass Market,18-24,Female
3720,Affluent,25-34,Male
3721,Emerging,18-24,Female
3722,Affluent,35-44,Female
3723,Mass Market,55+,Male
3724,Business,35-44,Male
3725,Affluent,25-34,Female
3726,Mass Market,55+,Male
3727,Affluent,25-34,Female
3728,Affluent,35-44,Male
3729,Affluent,18-24,Male
3730,Mass Market,55+,Female
3731,Affluent,55+,Female
3732,Mass Market,35-44,Female
3733,Emerging,25-34,Female
3734,Mass Market,35-44,Male
3735,Affluent,25-34,Male
3736,Emerging,35-44,Female
3737,Affluent,35-44,Male
3738,Mass Market,18-24,Female
3739,Mass Market,18-24,Male
3740,Emerging,35-44,Male
3741,Emerging,35-44,Female
3742,Business,18-24,Female
3743,Mass Market,45-54,Female
3744,Mass Market,55+,Male
3745,Mass Market,55+,Female
3746,Emerging,55+,Female
3747,Mass Market,18-24,Male
3748,Mass Market,35-44,Female
3749,Emerging,25-34,Female
3750,Emerging,35-44,Female
3751,Affluent,35-44,Male
3752,Emerging,25-34,Male
3753,Mass Market,25-34,Female
3754,Mass Market,18-24,Female
3755,Emerging,25-34,Female
3756,Emerging,25-34,Male
3757,Emerging,25-34,Female
3758,Mass Market,18-24,Female
3759,Emerging,25-34,Female
3760,Mass Market,35-44,Female
3761,Affluent,25-34,Female
3762,Emerging,35-44,Female
3763,Mass Market,45-54,Female
3764,Affluent,25-34,Female
3765,Mass Market,35-44,Female
3766,Mass Market,18-24,Male
3767,Mass Market,35-44,Female
3768,Mass Market,55+,Male
3769,Mass Market,35-44,Male
3770,Affluent,18-24,Male
3771,Affluent,35-44,Female
3772,Emerging,25-34,Female
3773,Emerging,35-44,Female
3774,Mass Market,35-44,Male
3775,Mass Market,45-54,Male
3776,Mass Market,25-34,Female
3777,Business,35-44,Male
3778,Mass Market,18-24,Female
3779,Mass Market,25-34,Male
3780,Affluent,25-34,Male
3781,Mass Market,25-34,Female
3782,Mass Market,18-24,Female
3783,Business,35-44,Male
3784,Mass Market,35-44,Female
3785,Emerging,25-34,Male
3786,Business,25-34,Male
3787,Emerging,18-24,Male
3788,Mass Market,35-44,Male
3789,Emerging,25-34,Male
3790,Mass Market,45-54,Male
3791,Mass Market,25-34,Female
3792,Mass Market,18-24,Female
3793,Mass Market,35-44,Male
3794,Affluent,25-34,Female
3795,Emerging,45-54,Female
3796,Emerging,45-54,Male
3797,Affluent,25-34,Male
3798,Emerging,55+,Female
3799,Emerging,45-54,Male
3800,Mass Market,18-24,Female
3801,Mass Market,18-24,Male
3802,Emerging,18-24,Female
3803,Business,35-44,Male
3804,Emerging,35-44,Male
3805,Business,45-54,Male
3806,Mass Market,25-34,Female
3807,Affluent,45-54,Male
3808,Affluent,55+,Male
3809,Mass Market,18-24,Male
3810,Emerging,55+,Male
3811,Mass Market,35-44,Female
3812,Mass Market,45-54,Female
3813,Mass Market,35-44,Female
3814,Mass Market,35-44,Female
3815,Affluent,35-44,Male
3816,Emerging,55+,Female
3817,Emerging,35-44,Female
3818,Mass Market,35-44,Female
3819,Affluent,45-54,Female
3820,Emerging,35-44,Female
3821,Emerging,45-54,Female
3822,Mass Market,18-24,Female
3823,Mass Market,55+,Male
3824,Mass Market,25-34,Male
3825,Affluent,25-34,Female
3826,Emerging,18-24,Male
3827,Mass Market,25-34,Female
3828,Emerging,25-34,Male
3829,Affluent,35-44,Female
3830,Mass Market,25-34,Female
3831,Mass Market,25-34,Female
3832,Mass Market,25-34,Male
3833,Affluent,25-34,Male
3834,Mass Market,25-34,Male
3835,Mass Market,18-24,Male
3836,Mass Market,18-24,Female
3837,Mass Market,25-34,Male
3838,Mass Market,25-34,Female
3839,Mass Market,25-34,Female
3840,Mass Market,25-34,Male
3841,Mass Market,45-54,Male
3842,Mass Market,18-24,Male
3843,Emerging,55+,Male
3844,Mass Market,25-34,Female
3845,Mass Market,25-34,Female
3846,Emerging,35-44,Male
3847,Emerging,45-54,Male
3848,Affluent,45-54,Male
3849,Mass Market,18-24,Male
3850,Mass Market,35-44,Female
3851,Mass Market,35-44,Male
3852,Business,35-44,Male
3853,Mass Market,25-34,Female
3854,Mass Market,18-24,Female
3855,Mass Market,45-54,Female
3856,Business,25-34,Female
3857,Mass Market,35-44,Female
3858,Emerging,35-44,Male
3859,Business,35-44,Female
3860,Mass Market,18-24,Male
3861,Business,55+,Male
3862,Emerging,18-24,Male
3863,Mass Market,25-34,Female
3864,Mass Market,25-34,Male
3865,Mass Market,35-44,Male
3866,Mass Market,25-34,Male
